Name	Completeness	Contamination	Completeness_Model_Used	Translation_Table_Used	Coding_Density	Contig_N50	Average_Gene_Length	Genome_Size	GC_Content	Total_Coding_Sequences	Additional_Notes
TM4:bin_000097	94.38	0.46	Gradient Boost (General Model)	11	0.876	46711	305.98048568950566	2414948	0.36	2306	None
TM4:bin_000114	95.74	4.64	Gradient Boost (General Model)	11	0.869	9445	271.0847647498133	2501063	0.57	2678	None
TM4:bin_000131	89.55	5.83	Gradient Boost (General Model)	11	0.894	60865	326.4623858986465	3472530	0.53	3177	None
TM4:bin_000149	93.5	6.43	Gradient Boost (General Model)	11	0.911	18968	280.33765392093323	1420799	0.33	1543	None
TM4:bin_000162	95.37	6.43	Gradient Boost (General Model)	11	0.869	45362	285.5018115942029	1628946	0.28	1656	None
TM4:bin_000164	97.98	2.85	Gradient Boost (General Model)	11	0.879	32759	307.23020257826886	1136591	0.34	1086	None
TM4:bin_000176	92.46	3.95	Gradient Boost (General Model)	11	0.925	166074	303.0197461212976	1391227	0.32	1418	None
TM4:bin_000180	99.93	5.59	Neural Network (Specific Model)	11	0.886	57826	313.1803363518758	4089696	0.44	3865	None
TM4:bin_000186	94.53	6.45	Gradient Boost (General Model)	11	0.868	10572	272.2723492723493	1354056	0.29	1443	None
TM4:bin_000190	92.97	5.33	Gradient Boost (General Model)	11	0.894	18400	278.7132307692308	1515532	0.31	1625	None
TM4:bin_000191	92.71	1.62	Gradient Boost (General Model)	11	0.881	6343	276.52737047898336	1924577	0.58	2046	None
TM4:bin_000198	86.33	0.52	Neural Network (Specific Model)	11	0.879	30432	284.1852266368215	1729792	0.39	1787	None
TM4:bin_000211	82.28	2.93	Gradient Boost (General Model)	11	0.898	5929	273.5167516387473	2504565	0.55	2746	None
TM4:bin_000217	88.34	2.61	Gradient Boost (General Model)	11	0.9	17251	277.9802387813915	2246163	0.31	2429	None
TM4:bin_000224	76.81	8.76	Gradient Boost (General Model)	11	0.893	12159	272.97707558859975	1476991	0.28	1614	None
TM4:bin_000247	99.52	6.46	Neural Network (Specific Model)	11	0.888	38778	314.61267258382645	4303572	0.48	4056	None
TM4:bin_000255	98.52	8.12	Neural Network (Specific Model)	11	0.9	118218	357.4485823106221	5624949	0.42	4726	None
TM4:bin_000256	91.01	19.02	Gradient Boost (General Model)	11	0.86	14754	256.82125407166126	2197086	0.27	2456	None
TM4:bin_000259	88.65	17.52	Gradient Boost (General Model)	11	0.865	4917	263.3099068585944	2151676	0.33	2362	None
TM4:bin_000274	88.93	15.59	Gradient Boost (General Model)	11	0.85	10628	253.96079276174063	2073882	0.29	2321	None
TM4:bin_000280	79.66	4.75	Gradient Boost (General Model)	11	0.91	6334	289.4710389212381	3106685	0.52	3263	None
TM4:bin_000301	68.85	0.66	Gradient Boost (General Model)	11	0.86	3128	259.70479233226837	2830122	0.54	3130	None
TM4:bin_000314	59.66	0.82	Gradient Boost (General Model)	11	0.839	3971	289.300935925126	1434138	0.49	1389	None
TM4:bin_000320	71.36	3.94	Gradient Boost (General Model)	11	0.907	2912	237.93357271095152	874352	0.3	1114	None
00-TM1:bin_000003	99.78	1.03	Neural Network (Specific Model)	11	0.862	29213	296.81731448763253	2917430	0.44	2830	None
00-TM1:bin_000022	99.29	2.43	Gradient Boost (General Model)	11	0.891	30670	324.95786898613756	4015755	0.52	3679	None
00-TM1:bin_000048	99.28	0.19	Gradient Boost (General Model)	11	0.894	30698	330.8133462282398	1146701	0.32	1034	None
00-TM1:bin_000051	98.48	0.41	Gradient Boost (General Model)	11	0.895	137105	327.434393638171	1102686	0.37	1006	None
00-TM1:bin_000053	93.42	7.44	Gradient Boost (General Model)	11	0.927	88784	290.16937354988397	1616243	0.29	1724	None
00-TM1:bin_000066	99.94	14.61	Neural Network (Specific Model)	11	0.867	27108	300.6480582524272	2997109	0.61	2884	None
00-TM1:bin_000076	88.5	4.57	Gradient Boost (General Model)	11	0.876	19974	335.66772993088784	2158335	0.58	1881	None
00-TM1:bin_000123	66.33	2.26	Gradient Boost (General Model)	11	0.891	3410	256.6235632183908	1499873	0.53	1740	None
00-TM1:bin_000138	96.28	45.46	Gradient Boost (General Model)	11	0.85	15840	275.11155872327237	3125700	0.27	3227	None
00-TM2:bin_000019	97.76	0.33	Gradient Boost (General Model)	11	0.868	51498	302.85394419565966	3032539	0.37	2903	None
00-TM2:bin_000039	81.59	0.53	Neural Network (Specific Model)	11	0.907	63238	333.93710118505015	2419005	0.53	2194	None
00-TM2:bin_000064	98.45	1.08	Gradient Boost (General Model)	11	0.895	11641	323.81990521327015	1143205	0.32	1055	None
00-TM2:bin_000090	90.77	3.17	Neural Network (Specific Model)	11	0.897	51061	321.2497512437811	3234444	0.45	3015	None
00-TM2:bin_000093	99.49	5.69	Neural Network (Specific Model)	11	0.897	23027	310.7040580666447	3144045	0.47	3031	None
00-TM2:bin_000138	43.63	0.07	Gradient Boost (General Model)	11	0.883	2649	259.8351724137931	1277595	0.48	1450	None
00-TM3:bin_000016	98.38	4.22	Gradient Boost (General Model)	11	0.876	33922	311.8308215848323	2192880	0.56	2057	None
00-TM3:bin_000043	94.67	3.8	Gradient Boost (General Model)	11	0.867	42801	295.0628238341969	1573135	0.28	1544	None
00-TM3:bin_000055	89.63	1.63	Gradient Boost (General Model)	11	0.891	16867	307.30674846625766	2356958	0.28	2282	None
00-TM3:bin_000074	93.56	9.55	Gradient Boost (General Model)	11	0.869	12259	258.43758700696054	1917936	0.27	2155	None
00-TM3:bin_000085	93.61	17.98	Gradient Boost (General Model)	11	0.872	5885	263.9489007724302	3052553	0.62	3366	None
00-TM3:bin_000096	81.73	5.17	Gradient Boost (General Model)	11	0.877	10872	275.22855773838046	1962250	0.6	2087	None
00-TM3:bin_000098	88.69	13.22	Gradient Boost (General Model)	11	0.871	7112	307.3250352278065	2248731	0.58	2129	None
00-TM4:bin_000007	99.78	0.59	Neural Network (Specific Model)	11	0.848	78238	316.15811965811963	2868173	0.59	2574	None
00-TM4:bin_000036	94.56	0.72	Neural Network (Specific Model)	11	0.907	57326	302.351169383416	2816333	0.43	2822	None
00-TM4:bin_000056	96.72	6.02	Gradient Boost (General Model)	11	0.859	44405	254.873786407767	1368638	0.28	1545	None
00-TM4:bin_000069	95.39	1.77	Neural Network (Specific Model)	11	0.893	49156	324.8752701451065	3528614	0.49	3239	None
00-TM4:bin_000074	93.06	1.06	Gradient Boost (General Model)	11	0.905	137891	307.5678092399404	1367080	0.26	1342	None
00-TM4:bin_000114	78.07	7.33	Gradient Boost (General Model)	11	0.888	7424	266.8259259259259	1457961	0.28	1620	None
00-TM4:bin_000121	83.46	18.1	Gradient Boost (General Model)	11	0.915	3105	273.3119584055459	1032117	0.38	1154	None
00-TM4:bin_000139	66.67	6.23	Gradient Boost (General Model)	11	0.906	3124	258.0207893943959	2828294	0.55	3319	None
00:bin_000017	97.3	2.0	Gradient Boost (General Model)	11	0.895	108524	323.8070395977373	3446896	0.52	3182	None
00:bin_000040	96.9	1.63	Gradient Boost (General Model)	11	0.908	9397	288.5754045307443	2938711	0.44	3090	None
00:bin_000089	96.02	4.07	Gradient Boost (General Model)	11	0.835	6734	272.1151234567901	3161843	0.57	3240	None
00:bin_000114	99.61	4.58	Gradient Boost (General Model)	11	0.876	21542	256.6325917017438	1456179	0.28	1663	None
00:bin_000123	91.6	0.81	Gradient Boost (General Model)	11	0.9	19893	283.0043636363636	1294171	0.31	1375	None
00:bin_000124	93.55	5.29	Gradient Boost (General Model)	11	0.887	12583	274.296845124283	1937529	0.33	2092	None
00:bin_000138	92.36	4.84	Gradient Boost (General Model)	11	0.887	22016	281.09240121580547	1559945	0.28	1645	None
00:bin_000151	99.65	0.84	Gradient Boost (General Model)	11	0.889	80875	328.2289156626506	1101761	0.3	996	None
00:bin_000168	90.67	7.17	Gradient Boost (General Model)	11	0.869	8041	274.1541899441341	2536254	0.57	2685	None
00:bin_000206	95.15	11.59	Neural Network (Specific Model)	11	0.892	20655	310.9028148148148	3519358	0.5	3375	None
00:bin_000216	95.15	7.61	Neural Network (Specific Model)	11	0.884	18365	296.5367704789322	3838024	0.46	3821	None
00:bin_000217	77.21	2.49	Gradient Boost (General Model)	11	0.897	7186	285.05709416276096	2233284	0.63	2347	None
00:bin_000224	80.28	3.62	Neural Network (Specific Model)	11	0.901	6587	264.0437756497948	1282517	0.34	1462	None
07-TM2:bin_000021	95.34	0.91	Gradient Boost (General Model)	11	0.883	41910	289.34365781710915	1330614	0.29	1356	None
07-TM2:bin_000035	74.17	3.27	Gradient Boost (General Model)	11	0.85	3691	242.0630303030303	1407027	0.58	1650	None
07-TM2:bin_000037	75.48	3.51	Neural Network (Specific Model)	11	0.858	6154	277.97140707298723	2577551	0.5	2658	None
07-TM4:bin_000004	98.35	0.11	Gradient Boost (General Model)	11	0.856	68408	326.2772319521572	2673406	0.44	2341	None
07-TM4:bin_000033	94.71	1.56	Gradient Boost (General Model)	11	0.883	9304	292.1487246000865	2292144	0.61	2313	None
07-TM4:bin_000035	88.02	4.6	Gradient Boost (General Model)	11	0.92	6967	290.91565629942016	1796672	0.4	1897	None
07-TM4:bin_000040	93.33	0.96	Gradient Boost (General Model)	11	0.908	13549	314.84843304843304	1822352	0.56	1755	None
07-TM4:bin_000053	99.12	0.82	Gradient Boost (General Model)	11	0.862	95173	323.6903431763767	1408900	0.31	1253	None
07-TM4:bin_000055	92.46	2.18	Gradient Boost (General Model)	11	0.879	7989	275.1888726207906	2559636	0.51	2732	None
07-TM4:bin_000069	95.08	8.2	Gradient Boost (General Model)	11	0.859	13128	264.12492702860476	1576754	0.27	1713	None
07-TM4:bin_000083	96.22	8.14	Gradient Boost (General Model)	11	0.874	24382	294.3160590539319	3348099	0.56	3319	None
07-TM4:bin_000105	90.07	8.53	Gradient Boost (General Model)	11	0.905	14928	285.00429645542425	1754660	0.29	1862	None
07-TM4:bin_000121	78.49	4.76	Gradient Boost (General Model)	11	0.9	4924	255.18995290423862	1080922	0.3	1274	None
07-TM4:bin_000141	69.41	22.34	Gradient Boost (General Model)	11	0.887	3172	233.71618037135278	1782269	0.27	2262	None
07:bin_000001	99.86	2.76	Neural Network (Specific Model)	11	0.86	26876	295.79712131596983	3005925	0.44	2918	None
07:bin_000018	99.87	2.04	Neural Network (Specific Model)	11	0.905	65200	306.9521800281294	2887780	0.41	2844	None
07:bin_000075	97.29	3.09	Gradient Boost (General Model)	11	0.892	27783	319.4769085768143	1137991	0.34	1061	None
07:bin_000101	93.21	6.46	Gradient Boost (General Model)	11	0.896	24773	285.9691075514874	1669710	0.31	1748	None
07:bin_000146	88.95	3.09	Gradient Boost (General Model)	11	0.899	8799	296.8990620812863	2214065	0.53	2239	None
07:bin_000148	80.06	1.35	Gradient Boost (General Model)	11	0.877	7524	301.0332075471698	2725818	0.51	2650	None
14-TM1:bin_000053	83.5	5.68	Gradient Boost (General Model)	11	0.894	8676	306.59347024749866	1949738	0.54	1899	None
14-TM1:bin_000058	71.1	0.62	Gradient Boost (General Model)	11	0.886	4056	264.31867535287734	1645719	0.57	1842	None
14-TM2:bin_000005	98.6	0.61	Gradient Boost (General Model)	11	0.875	93760	304.49056603773585	2871688	0.54	2756	None
14-TM2:bin_000006	95.87	0.04	Gradient Boost (General Model)	11	0.888	87288	298.8591137123746	2412339	0.41	2392	None
14-TM2:bin_000014	96.8	1.69	Gradient Boost (General Model)	11	0.895	107917	323.57479312539783	3400391	0.52	3142	None
14-TM2:bin_000020	100.0	2.25	Neural Network (Specific Model)	11	0.888	112499	317.79727230698103	4633036	0.46	4326	None
14-TM2:bin_000032	96.76	3.24	Gradient Boost (General Model)	11	0.875	21384	309.89703635808127	3472945	0.36	3273	None
14-TM2:bin_000058	88.26	13.22	Gradient Boost (General Model)	11	0.876	3497	247.5093574547723	2713423	0.59	3206	None
14-TM3:bin_000012	80.95	2.29	Gradient Boost (General Model)	11	0.872	4206	267.50197388399636	3025751	0.54	3293	None
14-TM4:bin_000009	100.0	0.03	Gradient Boost (General Model)	11	0.753	80739	270.70231729055257	3018325	0.35	2805	None
14-TM4:bin_000027	92.81	0.14	Gradient Boost (General Model)	11	0.874	16067	323.49236192714454	1885894	0.51	1702	None
14-TM4:bin_000100	90.09	5.86	Gradient Boost (General Model)	11	0.864	9240	270.4001216175129	3082802	0.57	3289	None
14-TM4:bin_000107	87.18	3.65	Gradient Boost (General Model)	11	0.862	5997	279.88286969253295	1327995	0.35	1366	None
14-TM4:bin_000132	54.59	0.49	Gradient Boost (General Model)	11	0.893	2870	239.1176895306859	1109152	0.53	1385	None
14:bin_000007	98.94	1.07	Neural Network (Specific Model)	11	0.913	354525	310.23036144578316	2110276	0.37	2075	None
14:bin_000020	99.97	3.85	Neural Network (Specific Model)	11	0.879	20840	280.2621107266436	2208078	0.38	2312	None
14:bin_000028	98.22	1.94	Gradient Boost (General Model)	11	0.86	45660	321.5226510067114	2669244	0.55	2384	None
14:bin_000029	99.76	2.16	Neural Network (Specific Model)	11	0.864	29213	297.3031132398221	3010669	0.44	2923	None
14:bin_000050	97.95	1.68	Neural Network (Specific Model)	11	0.877	19514	308.49560975609756	3241091	0.36	3075	None
14:bin_000071	90.92	2.06	Neural Network (Specific Model)	11	0.907	9111	283.8867816091954	3260985	0.4	3480	None
14:bin_000077	86.8	7.22	Gradient Boost (General Model)	11	0.899	6465	297.1382681564246	2127008	0.56	2148	None
14:bin_000136	80.52	7.49	Gradient Boost (General Model)	11	0.882	8599	302.59496466431096	2325591	0.54	2264	None
14:bin_000141	82.27	2.01	Gradient Boost (General Model)	11	0.882	6497	271.26043099495644	2009174	0.6	2181	None
14:bin_000179	70.55	1.02	Gradient Boost (General Model)	11	0.861	5885	252.00721153846155	2550653	0.56	2912	None
14:bin_000188	58.72	4.78	Gradient Boost (General Model)	11	0.884	4201	279.85479186834465	1957620	0.53	2066	None
14:bin_000196	57.43	0.34	Gradient Boost (General Model)	11	0.901	4176	268.3580080753701	1987692	0.44	2229	None
21-TM1:bin_000012	99.97	4.53	Neural Network (Specific Model)	11	0.869	22607	279.8837108013937	2213558	0.39	2296	None
21-TM1:bin_000017	99.89	1.3	Neural Network (Specific Model)	11	0.864	18878	314.5924248662001	2647587	0.54	2429	None
21-TM1:bin_000022	94.01	3.58	Gradient Boost (General Model)	11	0.903	18220	309.0297001961334	3655893	0.51	3569	None
21-TM1:bin_000025	98.48	2.26	Gradient Boost (General Model)	11	0.851	8535	270.76869918699185	2345831	0.57	2460	None
21-TM1:bin_000030	95.06	3.84	Gradient Boost (General Model)	11	0.888	15296	282.91253753753756	2541346	0.58	2664	None
21-TM1:bin_000042	92.01	1.77	Gradient Boost (General Model)	11	0.859	7157	309.69057815845827	2016698	0.58	1868	None
21-TM1:bin_000053	86.03	0.65	Neural Network (Specific Model)	11	0.897	11068	305.1055871212121	2151259	0.53	2112	None
21-TM1:bin_000079	82.34	1.62	Gradient Boost (General Model)	11	0.841	6915	272.0045310376076	2137960	0.63	2207	None
21-TM1:bin_000087	72.52	6.98	Gradient Boost (General Model)	11	0.908	35475	299.02106567534076	1591103	0.29	1614	None
21-TM1:bin_000100	94.82	16.69	Gradient Boost (General Model)	11	0.843	8861	263.7490589711418	2239644	0.26	2391	None
21-TM1:bin_000109	78.38	10.21	Neural Network (Specific Model)	11	0.898	6431	270.7773631840796	1451503	0.47	1608	None
21-TM1:bin_000122	92.04	51.79	Gradient Boost (General Model)	11	0.882	7038	264.69101123595505	3677575	0.27	4094	None
21-TM2:bin_000012	94.46	0.21	Gradient Boost (General Model)	11	0.907	44434	341.7604166666667	1950082	0.56	1728	None
21-TM2:bin_000015	99.51	4.73	Gradient Boost (General Model)	11	0.891	19606	277.71370558375634	2756339	0.31	2955	None
21-TM2:bin_000061	51.88	6.35	Gradient Boost (General Model)	11	0.862	3007	269.23720203204374	2395075	0.52	2559	None
21-TM2:bin_000065	65.1	7.57	Gradient Boost (General Model)	11	0.901	3274	266.87832564739267	2499171	0.5	2819	None
21-TM3:bin_000019	96.06	11.51	Neural Network (Specific Model)	11	0.901	126104	359.4488264410027	7482982	0.44	6263	None
21-TM3:bin_000021	89.42	6.63	Neural Network (Specific Model)	11	0.897	227357	363.5423318819545	5022535	0.43	4134	None
21-TM4:bin_000001	99.27	0.18	Gradient Boost (General Model)	11	0.898	21479	330.8737040527804	3513174	0.47	3183	None
21-TM4:bin_000089	83.42	3.39	Gradient Boost (General Model)	11	0.835	4441	262.88995873452546	2057784	0.59	2181	None
21-TM4:bin_000126	83.98	29.54	Gradient Boost (General Model)	11	0.884	6083	271.47852474323065	1970137	0.3	2142	None
21-TM4:bin_000137	90.91	34.19	Gradient Boost (General Model)	11	0.863	3119	262.8709841917389	1788228	0.33	1961	None
21:bin_000018	99.84	2.13	Neural Network (Specific Model)	11	0.849	42033	324.99757045675415	2360942	0.62	2058	None
21:bin_000026	94.1	0.67	Gradient Boost (General Model)	11	0.908	40076	308.5122887864823	1325340	0.51	1302	None
21:bin_000036	99.82	0.22	Neural Network (Specific Model)	11	0.883	31507	287.4304573314474	2067677	0.37	2121	None
21:bin_000091	93.59	4.27	Gradient Boost (General Model)	11	0.875	12167	303.1884992987377	3698872	0.55	3565	None
21:bin_000093	96.76	4.85	Gradient Boost (General Model)	11	0.901	40496	294.75983313468413	1644166	0.28	1678	None
21:bin_000097	95.95	3.61	Neural Network (Specific Model)	11	0.88	15737	279.8247610377788	2092133	0.36	2197	None
21:bin_000114	96.34	3.21	Gradient Boost (General Model)	11	0.867	45450	282.5790725326992	1640189	0.29	1682	None
21:bin_000121	80.97	3.76	Neural Network (Specific Model)	11	0.85	8201	272.94646680942185	2241983	0.5	2335	None
21:bin_000123	85.03	12.18	Gradient Boost (General Model)	11	0.886	11725	293.75765529308836	4540051	0.49	4572	None
21:bin_000135	85.94	2.84	Gradient Boost (General Model)	11	0.883	23699	287.2195286195286	1446366	0.29	1485	None
21:bin_000137	83.82	1.94	Gradient Boost (General Model)	11	0.907	7842	298.0781609195402	2567206	0.53	2610	None
21:bin_000147	86.91	1.34	Neural Network (Specific Model)	11	0.89	14117	328.8663723916533	2757464	0.49	2492	None
21:bin_000222	82.68	11.58	Neural Network (Specific Model)	11	0.894	7141	288.58946171341927	5101076	0.49	5276	None
21:bin_000229	71.88	2.27	Gradient Boost (General Model)	11	0.867	6979	273.06197964847365	1020047	0.29	1081	None
D300694:bin_000007	99.29	3.57	Neural Network (Specific Model)	11	0.868	23240	301.4382557713448	2839477	0.61	2729	None
D300695:bin_000029	76.41	6.33	Gradient Boost (General Model)	11	0.894	7479	288.38291354663033	2835944	0.51	2938	None
D300696:bin_000010	99.67	4.57	Neural Network (Specific Model)	11	0.87	24439	296.1097247706422	2777892	0.62	2725	None
D300696:bin_000023	89.95	3.8	Gradient Boost (General Model)	11	0.901	18755	307.26842923794715	3281733	0.51	3215	None
D300700:bin_000013	82.29	0.95	Gradient Boost (General Model)	11	0.895	5080	277.6168067226891	1657760	0.56	1785	None
D300703:bin_000003	99.9	0.19	Neural Network (Specific Model)	11	0.912	348055	371.4310008363535	4377808	0.46	3587	None
D300703:bin_000006	87.85	23.52	Gradient Boost (General Model)	11	0.892	3973	251.4638141809291	3449979	0.3	4090	None
D300703:bin_000009	64.21	1.12	Gradient Boost (General Model)	11	0.9	3495	251.9791780821918	1530094	0.29	1825	None
D300704:bin_000001	96.25	5.6	Neural Network (Specific Model)	11	0.895	112328	358.93095930232556	4959480	0.43	4128	None
D300704:bin_000003	84.04	3.64	Neural Network (Specific Model)	11	0.912	10613	333.5747499324142	4054032	0.47	3699	None
D300705:bin_000026	94.74	10.53	Neural Network (Specific Model)	11	0.914	173145	410.4569169960474	6811826	0.42	5060	None
D300705:bin_000034	73.24	9.27	Gradient Boost (General Model)	11	0.903	3176	256.49636451769265	1754528	0.28	2063	None
D300709:bin_000030	98.09	3.83	Neural Network (Specific Model)	11	0.911	289683	367.74187533297817	4541325	0.46	3754	None
D300709:bin_000037	62.38	2.24	Gradient Boost (General Model)	11	0.851	2914	232.56838487972507	1190591	0.58	1455	None
D300710:bin_000020	99.71	0.41	Neural Network (Specific Model)	11	0.893	31553	311.67351253397766	3459805	0.46	3311	None
D300710:bin_000021	84.93	0.55	Gradient Boost (General Model)	11	0.839	13996	292.5940460081191	2316541	0.62	2217	None
